date,Open,Close,High,Low,Volume
2018-05-22,8443.26024591542,8354.99633591748,8473.34864905366,8056.05319237475,8293.462294917577
2018-05-23,8354.99633591748,8009.2995067828,8443.26024591542,8009.2995067828,8227.169560307455
2018-05-24,8009.2995067828,7556.31604292077,8443.26024591542,7556.31604292077,8114.768249053923
2018-05-25,7556.31604292077,7563.43546544346,8443.26024591542,7556.31604292077,8044.394288063738
2018-05-26,7563.43546544346,7472.02260174872,8443.26024591542,7472.02260174872,7939.993886948963
2018-05-27,7472.02260174872,7328.87167436352,8443.26024591542,7328.87167436352,7818.314553298881
2018-05-28,7328.87167436352,7326.64394017867,8354.99633591748,7326.64394017867,7658.797938193631
2018-05-29,7326.64394017867,7111.06892466996,8009.2995067828,7111.06892466996,7481.0940223011285
2018-05-30,7111.06892466996,7451.2308372653,7563.43546544346,7111.06892466996,7401.369926655771
2018-05-31,7451.2308372653,7380.8515577098,7563.43546544346,7111.06892466996,7376.303571625633
2018-06-01,7380.8515577098,7460.16694986577,7472.02260174872,7111.06892466996,7361.550926543106
2018-06-02,7460.16694986577,7487.07630453815,7487.07630453815,7111.06892466996,7363.701455513024
2018-06-03,7487.07630453815,7567.51293761927,7567.51293761927,7111.06892466996,7397.79306454956
2018-06-04,7567.51293761927,7639.87944568278,7639.87944568278,7111.06892466996,7442.540993907291
2018-06-05,7639.87944568278,7463.65499554503,7639.87944568278,7380.8515577098,7492.910432603729
2018-06-06,7463.65499554503,7569.01133988542,7639.87944568278,7380.8515577098,7509.736218692317
2018-06-07,7569.01133988542,7605.57848860797,7639.87944568278,7460.16694986577,7541.840065963484
2018-06-08,7605.57848860797,7613.77739337755,7639.87944568278,7463.65499554503,7563.784415036595
2018-06-09,7613.77739337755,7561.16610052452,7639.87944568278,7463.65499554503,7574.368671606077
2018-06-10,7561.16610052452,7415.00137858946,7639.87944568278,7415.00137858946,7552.58130603039
2018-06-11,7415.00137858946,6767.49948454925,7613.77739337755,6767.49948454925,7427.955597297028
2018-06-12,6767.49948454925,6880.13364875604,7613.77739337755,6767.49948454925,7344.595404898601
2018-06-13,6880.13364875604,6581.82807522796,7613.77739337755,6581.82807522796,7203.569224233251
2018-06-14,6581.82807522796,6334.09890642618,7613.77739337755,6334.09890642618,7021.929283921565
2018-06-15,6334.09890642618,6644.72067973844,7561.16610052452,6334.09890642618,6883.492610544549
2018-06-16,6644.72067973844,6406.80704950998,7415.00137858946,6334.09890642618,6718.58417468533
2018-06-17,6406.80704950998,6478.81592433021,6880.13364875604,6334.09890642618,6584.843395505437
2018-06-18,6478.81592433021,6418.85000188746,6880.13364875604,6334.09890642618,6535.036326553753
2018-06-19,6418.85000188746,6677.53340291194,6677.53340291194,6334.09890642618,6506.09343429031
2018-06-20,6677.53340291194,6708.68182027534,6708.68182027534,6334.09890642618,6524.215397868507
2018-06-21,6708.68182027534,6714.37546123014,6714.37546123014,6406.80704950998,6578.540619983359
2018-06-22,6714.37546123014,6690.832151608,6714.37546123014,6406.80704950998,6585.127973107582
2018-06-23,6690.832151608,6088.57944239075,6714.37546123014,6088.57944239075,6539.6668863762625
2018-06-24,6088.57944239075,6169.43726386169,6714.37546123014,6088.57944239075,6495.469934880761
2018-06-25,6169.43726386169,6159.70719379414,6714.37546123014,6088.57944239075,6458.449533724571
2018-06-26,6159.70719379414,6241.84871170546,6714.37546123014,6088.57944239075,6396.208863552217
2018-06-27,6241.84871170546,6069.87260616628,6714.37546123014,6069.87260616628,6304.9504043937795
2018-06-28,6069.87260616628,6117.03640962264,6690.832151608,6069.87260616628,6219.616254164137
2018-06-29,6117.03640962264,5879.98897440643,6241.84871170546,5879.98897440643,6103.781514563912
2018-06-30,5879.98897440643,6182.25674792295,6241.84871170546,5879.98897440643,6117.163986782799
2018-07-01,6182.25674792295,6366.49946751097,6366.49946751097,5879.98897440643,6145.315730161267
2018-07-02,6366.49946751097,6312.87724313135,6366.49946751097,5879.98897440643,6167.197165780869
2018-07-03,6312.87724313135,6595.5473128085,6595.5473128085,5879.98897440643,6217.725537367018
2018-07-04,6595.5473128085,6497.60735494217,6595.5473128085,5879.98897440643,6278.830501477859
2018-07-05,6497.60735494217,6562.7217371211,6595.5473128085,5879.98897440643,6342.499833977638
2018-07-06,6562.7217371211,6537.74087162192,6595.5473128085,6182.25674792295,6436.464390722708
2018-07-07,6537.74087162192,6603.29470396542,6603.29470396542,6312.87724313135,6496.612670157347
2018-07-08,6603.29470396542,6759.83608914527,6759.83608914527,6312.87724313135,6552.803616105104
2018-07-09,6759.83608914527,6700.63547905209,6759.83608914527,6497.60735494217,6608.197649808068
2018-07-10,6700.63547905209,6648.256795903321,6759.83608914527,6497.60735494217,6615.72757596447
2018-07-11,6648.256795903321,6303.380664729323,6759.83608914527,6303.380664729323,6587.980905934063
2018-07-12,6303.380664729323,6373.234804689936,6759.83608914527,6303.380664729323,6560.911344158182
2018-07-13,6373.234804689936,6230.5901971047815,6759.83608914527,6230.5901971047815,6517.03267637002
2018-07-14,6230.5901971047815,6248.397313033797,6759.83608914527,6230.5901971047815,6466.333049094073
2018-07-15,6248.397313033797,6246.13741162634,6700.63547905209,6230.5901971047815,6392.947523734227
2018-07-16,6246.13741162634,6349.695836710773,6648.256795903321,6230.5901971047815,6342.8132891140385
2018-07-17,6349.695836710773,6741.6919602852695,6741.6919602852695,6230.5901971047815,6356.161169740031
2018-07-18,6741.6919602852695,7303.373059795855,7303.373059795855,6230.5901971047815,6499.017226178107
2018-07-19,7303.373059795855,7334.771372076191,7334.771372076191,6230.5901971047815,6636.379592947573
2018-07-20,7334.771372076191,7442.800738748321,7442.800738748321,6246.13741162634,6809.552527468079
2018-07-21,7442.800738748321,7331.871523239401,7442.800738748321,6246.13741162634,6964.33455749745
2018-07-22,7331.871523239401,7379.137271821949,7442.800738748321,6349.695836710773,7126.191680382537
2018-07-23,7379.137271821949,7395.8664054401,7442.800738748321,6741.6919602852695,7275.644618772441
2018-07-24,7395.8664054401,7704.99567890457,7704.99567890457,7303.373059795855,7413.259435718055
2018-07-25,7704.99567890457,8422.37392335148,8422.37392335148,7331.871523239401,7573.1167019402865
2018-07-26,8422.37392335148,8144.553482041877,8422.37392335148,7331.871523239401,7688.799860506814
2018-07-27,8144.553482041877,7929.079243602936,8422.37392335148,7331.871523239401,7758.268218343188
2018-07-28,7929.079243602936,8145.333168120666,8422.37392335148,7379.137271821949,7874.477024754798
2018-07-29,8145.333168120666,8192.13570223742,8422.37392335148,7395.8664054401,7990.619657671293
2018-07-30,8192.13570223742,8197.593575814208,8422.37392335148,7704.99567890457,8105.15211058188
2018-07-31,8197.593575814208,8185.921138302329,8422.37392335148,7929.079243602936,8173.855747638702
2018-08-01,8185.921138302329,7738.249304586212,8197.593575814208,7738.249304586212,8076.123659243664
2018-08-02,7738.249304586212,7612.300753683117,8197.593575814208,7612.300753683117,8000.087555192412
2018-08-03,7612.300753683117,7540.633150617145,8197.593575814208,7540.633150617145,7944.595256194442
2018-08-04,7540.633150617145,7411.66638248389,8197.593575814208,7411.66638248389,7839.785715389189
2018-08-05,7411.66638248389,7009.012011793916,8197.593575814208,7009.012011793916,7670.768045325831
2018-08-06,7009.012011793916,7036.60933127318,8185.921138302329,7009.012011793916,7504.913153248542
2018-08-07,7036.60933127318,6926.116778774001,7738.249304586212,6926.116778774001,7324.941101887352
2018-08-08,6926.116778774001,6711.73242235858,7612.300753683117,6711.73242235858,7178.29583299769
2018-08-09,6711.73242235858,6259.527709667595,7540.633150617145,6259.527709667595,6985.042540995472
2018-08-10,6259.527709667595,6531.249786737056,7411.66638248389,6259.527709667595,6840.844917584031
2018-08-11,6531.249786737056,6166.590417501742,7036.60933127318,6166.590417501742,6662.976922586581
2018-08-12,6166.590417501742,6205.218479944854,7036.60933127318,6166.590417501742,6548.149275179573
2018-08-13,6205.218479944854,6318.407221774424,6926.116778774001,6166.590417501742,6445.548973822609
2018-08-14,6318.407221774424,6283.99625058153,6711.73242235858,6166.590417501742,6353.817469795112
2018-08-15,6283.99625058153,6212.2260400556115,6531.249786737056,6166.590417501742,6282.459415180402
2018-08-16,6212.2260400556115,6267.76870877378,6531.249786737056,6166.590417501742,6283.636700767
2018-08-17,6267.76870877378,6309.385226218996,6318.407221774424,6166.590417501742,6251.941763550135
2018-08-18,6309.385226218996,6566.715163377382,6566.715163377382,6205.218479944854,6309.102441532369
2018-08-19,6566.715163377382,6382.0605914076095,6566.715163377382,6212.2260400556115,6334.365600312762
2018-08-20,6382.0605914076095,6475.494019667379,6566.715163377382,6212.2260400556115,6356.806571440327
2018-08-21,6475.494019667379,6242.8824384007985,6566.715163377382,6212.2260400556115,6350.933169700222
2018-08-22,6242.8824384007985,6467.271730309675,6566.715163377382,6242.8824384007985,6387.368268307946
2018-08-23,6467.271730309675,6336.6563271087025,6566.715163377382,6242.8824384007985,6397.209356641506
2018-08-24,6336.6563271087025,6521.065718268509,6566.715163377382,6242.8824384007985,6427.449426934293
2018-08-25,6521.065718268509,6684.379144206679,6684.379144206679,6242.8824384007985,6444.258567052764
2018-08-26,6684.379144206679,6736.036057516459,6736.036057516459,6242.8824384007985,6494.826490782601
2018-08-27,6736.036057516459,6728.2880026290095,6736.036057516459,6242.8824384007985,6530.939916919976
2018-08-28,6728.2880026290095,6911.096028949572,6911.096028949572,6336.6563271087025,6626.399001284087
2018-08-29,6911.096028949572,7075.9834051051,7075.9834051051,6336.6563271087025,6713.3578119691465
2018-08-30,7075.9834051051,7046.748947280631,7075.9834051051,6521.065718268509,6814.799614850852
2018-08-31,7046.748947280631,7024.14510718162,7075.9834051051,6684.379144206679,6886.668098981296
2018-09-01,7024.14510718162,7027.631279401852,7075.9834051051,6728.2880026290095,6935.7041182948915
2018-09-02,7027.631279401852,7211.270767868822,7211.270767868822,6728.2880026290095,7003.594791202372
2018-09-03,7211.270767868822,7305.272801003753,7305.272801003753,6911.096028949572,7086.021190970192
2018-09-04,7305.272801003753,7260.897516647864,7305.272801003753,7024.14510718162,7135.992832069949
2018-09-05,7260.897516647864,7359.462992923027,7359.462992923027,7024.14510718162,7176.489916043938
2018-09-06,7359.462992923027,6764.926773778225,7359.462992923027,6764.926773778225,7136.2296055435945
2018-09-07,6764.926773778225,6498.2796126096555,7359.462992923027,6498.2796126096555,7061.105963461885
2018-09-08,6498.2796126096555,6397.81887024023,7359.462992923027,6397.81887024023,6971.132762153082
2018-09-09,6397.81887024023,6181.19445075213,7359.462992923027,6181.19445075213,6823.979002564984
2018-09-10,6181.19445075213,6260.764806062476,7359.462992923027,6181.19445075213,6674.763574716229
2018-09-11,6260.764806062476,6308.135474616629,7359.462992923027,6181.19445075213,6538.65471156891
2018-09-12,6308.135474616629,6278.917069628559,6764.926773778225,6181.19445075213,6384.29100824113
2018-09-13,6278.917069628559,6330.574238022664,6498.2796126096555,6181.19445075213,6322.240645990335
2018-09-14,6330.574238022664,6486.461630393616,6486.461630393616,6181.19445075213,6320.552362816615
2018-09-15,6486.461630393616,6500.01225461663,6500.01225461663,6181.19445075213,6335.151417727529
2018-09-16,6500.01225461663,6530.221146234664,6530.221146234664,6260.764806062476,6385.012374225034
2018-09-17,6530.221146234664,6506.248493217292,6530.221146234664,6278.917069628559,6420.0814723900085
2018-09-18,6506.248493217292,6250.121727322729,6530.221146234664,6250.121727322729,6411.793794205165
2018-09-19,6250.121727322729,6347.069255451608,6530.221146234664,6250.121727322729,6421.529820751314
2018-09-20,6347.069255451608,6383.753841158382,6530.221146234664,6250.121727322729,6429.12690691356
2018-09-21,6383.753841158382,6491.885242276883,6530.221146234664,6250.121727322729,6429.901708611171
2018-09-22,6491.885242276883,6753.8344721403255,6753.8344721403255,6250.121727322729,6466.162025400269
2018-09-23,6753.8344721403255,6747.032172960024,6753.8344721403255,6250.121727322729,6497.135029218177
2018-09-24,6747.032172960024,6711.029451815934,6753.8344721403255,6250.121727322729,6526.389451875127
2018-09-25,6711.029451815934,6596.187313045577,6753.8344721403255,6347.069255451608,6575.827392692677
2018-09-26,6596.187313045577,6441.311544542553,6753.8344721403255,6383.753841158382,6589.290576848526
2018-09-27,6441.311544542553,6462.795635292239,6753.8344721403255,6441.311544542553,6600.582261724791
2018-09-28,6462.795635292239,6704.704245729721,6753.8344721403255,6441.311544542553,6630.984976503767
2018-09-29,6704.704245729721,6634.765964572905,6747.032172960024,6441.311544542553,6613.9751897084225
2018-09-30,6634.765964572905,6606.073795422076,6711.029451815934,6441.311544542553,6593.838278631572
2018-10-01,6606.073795422076,6626.037956098487,6704.704245729721,6441.311544542553,6581.696636386223
2018-10-02,6626.037956098487,6598.841259755177,6704.704245729721,6441.311544542553,6582.075771630451
2018-10-03,6598.841259755177,6524.60769791521,6704.704245729721,6462.795635292239,6593.97522211226
2018-10-04,6524.60769791521,6499.262379115219,6704.704245729721,6499.262379115219,6599.184756944114
2018-10-05,6499.262379115219,6578.701809284849,6634.765964572905,6499.262379115219,6581.18440888056
2018-10-06,6578.701809284849,6621.189363919919,6626.037956098487,6499.262379115219,6579.244894501562
2018-10-07,6621.189363919919,6589.124681678888,6626.037956098487,6499.262379115219,6576.82359253825
2018-10-08,6589.124681678888,6584.832153052514,6621.189363919919,6499.262379115219,6570.937049245968
2018-10-09,6584.832153052514,6653.089450830426,6653.089450830426,6499.262379115219,6578.686790828147
2018-10-10,6653.089450830426,6633.745729917172,6653.089450830426,6499.262379115219,6594.277938256999
2018-10-11,6633.745729917172,6582.455082387102,6653.089450830426,6578.701809284849,6606.162610152982
2018-10-12,6582.455082387102,6234.367641454442,6653.089450830426,6234.367641454442,6556.972014748638
2018-10-13,6234.367641454442,6285.592982799844,6653.089450830426,6234.367641454442,6509.029674588627
2018-10-14,6285.592982799844,6314.883384422573,6653.089450830426,6234.367641454442,6469.852346409153
2018-10-15,6314.883384422573,6328.554760034424,6653.089450830426,6234.367641454442,6433.241290263711
2018-10-16,6328.554760034424,6659.87550840943,6659.87550840943,6234.367641454442,6434.210727060713
2018-10-17,6659.87550840943,6635.125667516839,6659.87550840943,6234.367641454442,6434.407861003522
2018-10-18,6635.125667516839,6635.741832487943,6659.87550840943,6234.367641454442,6442.020253875072
2018-10-19,6635.741832487943,6517.511087710534,6659.87550840943,6285.592982799844,6482.469317625941
2018-10-20,6517.511087710534,6483.827769471798,6659.87550840943,6314.883384422573,6510.788572864792
2018-10-21,6483.827769471798,6532.678750383806,6659.87550840943,6328.554760034424,6541.902196573539
2018-10-22,6532.678750383806,6529.670021370842,6659.87550840943,6483.827769471798,6570.632948193028
2018-10-23,6529.670021370842,6512.589059298922,6635.741832487943,6483.827769471798,6549.592026891527
2018-10-24,6512.589059298922,6472.799660641591,6635.741832487943,6472.799660641591,6526.402597337919
2018-10-25,6472.799660641591,6481.443589558082,6532.678750383806,6472.799660641591,6504.359991205082
2018-10-26,6481.443589558082,6458.191521836801,6532.678750383806,6458.191521836801,6495.885767508835
2018-10-27,6458.191521836801,6468.826424965618,6532.678750383806,6458.191521836801,6493.742718293666
2018-10-28,6468.826424965618,6457.058635186671,6529.670021370842,6457.058635186671,6482.939844694075
2018-10-29,6457.058635186671,6481.323141667608,6512.589059298922,6457.058635186671,6476.033147593613
