date,Open,Close,High,Low,Volume
2018-01-07,18343.6624934071,17039.8739138488,18343.6624934071,14093.6068305274,16385.178543092843
2018-01-08,17039.8739138488,15900.3650216006,18343.6624934071,15321.9328517642,16643.286856103303
2018-01-09,15900.3650216006,15604.7234082405,18343.6624934071,15583.8855377593,16683.685507028487
2018-01-10,15604.7234082405,15509.2701268168,18343.6624934071,15509.2701268168,16673.026162608126
2018-01-11,15509.2701268168,14050.5696063543,18343.6624934071,14050.5696063543,16397.912507205314
2018-01-12,14050.5696063543,14759.294629915,18343.6624934071,14050.5696063543,15886.822742883302
2018-01-13,14759.294629915,15193.3148979847,17039.8739138488,14050.5696063543,15436.773086394387
2018-01-14,15193.3148979847,14476.5889713691,15900.3650216006,14050.5696063543,15070.589523183002
2018-01-15,14476.5889713691,14411.9977069182,15604.7234082405,14050.5696063543,14857.965621085514
2018-01-16,14411.9977069182,11723.9135206658,15509.2701268168,11723.9135206658,14303.564208574842
2018-01-17,11723.9135206658,11415.3928442768,15193.3148979847,11415.3928442768,13718.724596783415
2018-01-18,11415.3928442768,11569.4249920858,15193.3148979847,11415.3928442768,13364.27536617363
2018-01-19,11569.4249920858,11758.4693327652,15193.3148979847,11415.3928442768,12935.58603800937
2018-01-20,11758.4693327652,13260.2711872786,14476.5889713691,11415.3928442768,12659.43693647993
2018-01-21,13260.2711872786,11703.5048628599,14411.9977069182,11415.3928442768,12263.282063835755
2018-01-22,11703.5048628599,10991.5950130802,13260.2711872786,10991.5950130802,11774.653107573187
2018-01-23,10991.5950130802,10894.0009053405,13260.2711872786,10894.0009053405,11656.094162526713
2018-01-24,10894.0009053405,11277.1159704489,13260.2711872786,10894.0009053405,11636.340323408442
2018-01-25,11277.1159704489,11225.2544568853,13260.2711872786,10894.0009053405,11587.173104094085
2018-01-26,11225.2544568853,11044.9072365744,13260.2711872786,10894.0009053405,11485.235661781115
2018-01-27,11044.9072365744,11456.2135062799,11703.5048628599,10894.0009053405,11227.513135924155
2018-01-28,11456.2135062799,11665.6969300847,11665.6969300847,10894.0009053405,11222.112002670558
2018-01-29,11665.6969300847,11157.6638878978,11665.6969300847,10894.0009053405,11245.836127644501
2018-01-30,11157.6638878978,11095.2106891266,11665.6969300847,11044.9072365744,11274.580382471086
2018-01-31,11095.2106891266,9989.68977659669,11665.6969300847,9989.68977659669,11090.662354777915
2018-02-01,9989.68977659669,10114.495086226,11665.6969300847,9989.68977659669,10931.982444683726
2018-02-02,10114.495086226,9070.55544937356,11665.6969300847,9070.55544937356,10649.932189369321
2018-02-03,9070.55544937356,8830.16351005472,11665.6969300847,8830.16351005472,10274.782189908581
2018-02-04,8830.16351005472,8994.91486607664,11157.6638878978,8830.16351005472,9893.241895050287
2018-02-05,8994.91486607664,8315.51749143615,11095.2106891266,8315.51749143615,9487.220981270051
2018-02-06,8315.51749143615,6852.05270051491,10114.495086226,6852.05270051491,8881.055554325523
2018-02-07,6852.05270051491,7711.2203289411,10114.495086226,6852.05270051491,8555.559918946154
2018-02-08,7711.2203289411,7611.61027778882,9070.55544937356,6852.05270051491,8198.004946312272
2018-02-09,7611.61027778882,8208.57208449673,8994.91486607664,6852.05270051491,8074.864465615581
2018-02-10,8208.57208449673,8650.71675042998,8994.91486607664,6852.05270051491,8049.2292142406195
2018-02-11,8650.71675042998,8574.67763849023,8650.71675042998,6852.05270051491,7989.195324585417
2018-02-12,8574.67763849023,8168.63777979963,8650.71675042998,6852.05270051491,7968.212508637343
2018-02-13,8168.63777979963,8911.3985742083,8911.3985742083,7611.61027778882,8262.404776307827
2018-02-14,8911.3985742083,8518.26907619091,8911.3985742083,7611.61027778882,8377.697454486371
2018-02-15,8518.26907619091,9428.02560716167,9428.02560716167,8168.63777979963,8637.185358682493
2018-02-16,9428.02560716167,10112.5801434467,10112.5801434467,8168.63777979963,8909.18650996106
2018-02-17,10112.5801434467,10155.2770555258,10155.2770555258,8168.63777979963,9124.12369640332
2018-02-18,10155.2770555258,11006.647685962,11006.647685962,8168.63777979963,9471.547988899287
2018-02-19,11006.647685962,10523.429305801,11006.647685962,8518.26907619091,9807.946778328054
2018-02-20,10523.429305801,11103.0900361497,11103.0900361497,8518.26907619091,10121.045558605398
2018-02-21,11103.0900361497,11502.3770496396,11502.3770496396,9428.02560716167,10547.346697669494
2018-02-22,11502.3770496396,9973.59211951887,11502.3770496396,9973.59211951887,10625.284770863382
2018-02-23,9973.59211951887,10032.863112314,11502.3770496396,9973.59211951887,10613.89662355871
2018-02-24,10032.863112314,10301.883609336,11502.3770496396,9973.59211951887,10634.840416960167
2018-02-25,10301.883609336,9742.62819006538,11502.3770496396,9742.62819006538,10454.26620326065
2018-02-26,9742.62819006538,9699.51718151529,11502.3770496396,9699.51718151529,10336.564471219835
2018-02-27,9699.51718151529,10355.5781264856,11502.3770496396,9699.51718151529,10229.777055553535
2018-02-28,10355.5781264856,10709.3884310463,10709.3884310463,9699.51718151529,10116.492967183061
2018-03-01,10709.3884310463,10346.664931035,10709.3884310463,9699.51718151529,10169.78908311394
2018-03-02,10346.664931035,10859.5521943893,10859.5521943893,9699.51718151529,10287.887523410409
2018-03-03,10859.5521943893,11098.0758092511,11098.0758092511,9699.51718151529,10401.629266255424
2018-03-04,11098.0758092511,11356.0416016724,11356.0416016724,9699.51718151529,10632.116896484997
2018-03-05,11356.0416016724,11286.6762891691,11356.0416016724,10346.664931035,10858.853911864115
2018-03-06,11286.6762891691,11526.4209302906,11526.4209302906,10346.664931035,11026.117169550542
2018-03-07,11526.4209302906,10727.716249205,11526.4209302906,10346.664931035,11028.7354292875
2018-03-08,10727.716249205,9999.68248604677,11526.4209302906,9999.68248604677,10979.166508574895
2018-03-09,9999.68248604677,9420.85488958591,11526.4209302906,9420.85488958591,10773.638322174413
2018-03-10,9420.85488958591,9276.33759031006,11526.4209302906,9276.33759031006,10513.390005182833
2018-03-11,9276.33759031006,8890.86580399612,11526.4209302906,8890.86580399612,10161.222034086222
2018-03-12,8890.86580399612,9512.45611286134,11526.4209302906,8890.86580399612,9907.7620088994
2018-03-13,9512.45611286134,9232.70587979953,10727.716249205,8890.86580399612,9580.088430257818
2018-03-14,9232.70587979953,9216.53097626842,9999.68248604677,8890.86580399612,9364.204819838307
2018-03-15,9216.53097626842,8307.22338626638,9512.45611286134,8307.22338626638,9122.424948441108
2018-03-16,8307.22338626638,8359.36528334063,9512.45611286134,8307.22338626638,8970.783576120355
2018-03-17,8359.36528334063,8520.00815917187,9512.45611286134,8307.22338626638,8862.736514529184
2018-03-18,8520.00815917187,8063.4097921227,9512.45611286134,8063.4097921227,8744.528512832982
2018-03-19,8063.4097921227,8217.84219996114,9232.70587979953,8063.4097921227,8559.583668132953
2018-03-20,8217.84219996114,8640.52143024258,9216.53097626842,8063.4097921227,8474.985889624817
2018-03-21,8640.52143024258,8926.82049620007,8926.82049620007,8063.4097921227,8433.598678186481
2018-03-22,8926.82049620007,8970.31790627893,8970.31790627893,8063.4097921227,8528.326466759701
2018-03-23,8970.31790627893,8736.38576909829,8970.31790627893,8063.4097921227,8582.186536153653
2018-03-24,8736.38576909829,8824.59283177853,8970.31790627893,8063.4097921227,8625.698632240319
2018-03-25,8824.59283177853,8621.15079225785,8970.31790627893,8217.84219996114,8705.375917973912
2018-03-26,8621.15079225785,8478.63819558905,8970.31790627893,8478.63819558905,8742.6324887779
2018-03-27,8478.63819558905,8186.19606281355,8970.31790627893,8186.19606281355,8677.728864859466
2018-03-28,8186.19606281355,7836.76304425289,8970.31790627893,7836.76304425289,8522.006371724156
2018-03-29,7836.76304425289,7930.77954092755,8824.59283177853,7836.76304425289,8373.500890959675
2018-03-30,7930.77954092755,7126.89519256736,8824.59283177853,7126.89519256736,8143.573665740968
2018-03-31,7126.89519256736,6897.26857786945,8621.15079225785,6897.26857786945,7868.2416294682425
2018-04-01,6897.26857786945,6975.27531402076,8478.63819558905,6897.26857786945,7633.116561148659
2018-04-02,6975.27531402076,6836.57232729678,8186.19606281355,6836.57232729678,7398.535722821192
2018-04-03,6836.57232729678,7080.41723231299,7930.77954092755,6836.57232729678,7240.567318463969
2018-04-04,7080.41723231299,7464.35609406668,7930.77954092755,6836.57232729678,7187.366325580225
2018-04-05,7464.35609406668,6845.31597826858,7464.35609406668,6836.57232729678,7032.300102343229
2018-04-06,6845.31597826858,6855.42230460675,7464.35609406668,6836.57232729678,6993.518261205999
2018-04-07,6855.42230460675,6628.75445585626,7464.35609406668,6628.75445585626,6955.1591009184
2018-04-08,6628.75445585626,6884.47723505995,7464.35609406668,6628.75445585626,6942.18794678114
2018-04-09,6884.47723505995,6984.8089659738,7464.35609406668,6628.75445585626,6963.364609449287
2018-04-10,6984.8089659738,6778.4915700774,7464.35609406668,6628.75445585626,6920.23237198706
2018-04-11,6778.4915700774,6829.31650379539,6984.8089659738,6628.75445585626,6829.512430519732
2018-04-12,6829.31650379539,6925.10199547663,6984.8089659738,6628.75445585626,6840.910432978026
2018-04-13,6925.10199547663,7836.39699399927,7836.39699399927,6628.75445585626,6981.049674319815
2018-04-14,7836.39699399927,7845.75284010594,7845.75284010594,6778.4915700774,7154.9065863554815
2018-04-15,7845.75284010594,7897.71993085806,7897.71993085806,6778.4915700774,7299.655542898071
2018-04-16,7897.71993085806,8258.06708369755,8258.06708369755,6778.4915700774,7481.549559715749
2018-04-17,8258.06708369755,8030.99926195254,8258.06708369755,6829.31650379539,7660.479229983625
2018-04-18,8030.99926195254,7873.63551010255,8258.06708369755,6925.10199547663,7809.667659456078
2018-04-19,7873.63551010255,8097.41823310301,8258.06708369755,7836.39699399927,7977.1414076884175
2018-04-20,8097.41823310301,8277.46063916253,8277.46063916253,7845.75284010594,8040.150499854598
2018-04-21,8277.46063916253,8499.45000871487,8499.45000871487,7873.63551010255,8133.535809655872
2018-04-22,8499.45000871487,8878.42826029723,8878.42826029723,7873.63551010255,8273.636999575754
2018-04-23,8878.42826029723,8769.01199947348,8878.42826029723,7873.63551010255,8346.629130400886
2018-04-24,8769.01199947348,8881.39170434545,8881.39170434545,7873.63551010255,8468.113765028445
2018-04-25,8881.39170434545,9716.48975733072,9716.48975733072,8097.41823310301,8731.378657489613
2018-04-26,9716.48975733072,8825.2025000693,9716.48975733072,8277.46063916253,8835.347838484797
2018-04-27,8825.2025000693,9221.86802618436,9716.48975733072,8499.45000871487,8970.263179487916
2018-04-28,9221.86802618436,8940.38112200719,9716.48975733072,8769.01199947348,9033.253338529676
2018-04-29,8940.38112200719,9249.65952508923,9716.48975733072,8769.01199947348,9086.286376357104
2018-04-30,9249.65952508923,9325.62885104679,9716.48975733072,8825.2025000693,9165.803069439005
2018-05-01,9325.62885104679,9198.18950997327,9716.48975733072,8825.2025000693,9211.059898814408
2018-05-02,9198.18950997327,9024.3875117766,9325.62885104679,8825.2025000693,9112.188149449534
2018-05-03,9024.3875117766,9122.65301383019,9325.62885104679,8940.38112200719,9154.681079986805
2018-05-04,9122.65301383019,9551.13518381566,9551.13518381566,8940.38112200719,9201.719245362705
2018-05-05,9551.13518381566,9634.53822597227,9634.53822597227,9024.3875117766,9300.884545929144
2018-05-06,9634.53822597227,9766.24448548887,9766.24448548887,9024.3875117766,9374.682397414808
2018-05-07,9766.24448548887,9583.87174550137,9766.24448548887,9024.3875117766,9411.574239479747
2018-05-08,9583.87174550137,9308.26502572185,9766.24448548887,9024.3875117766,9427.299313158115
2018-05-09,9308.26502572185,9149.51783314723,9766.24448548887,9122.65301383019,9445.175073353921
2018-05-10,9149.51783314723,9248.96039558449,9766.24448548887,9149.51783314723,9463.218985033105
2018-05-11,9248.96039558449,8969.94037574258,9766.24448548887,8969.94037574258,9380.191155308381
2018-05-12,8969.94037574258,8405.5605632418,9766.24448548887,8405.5605632418,9204.622917775456
2018-05-13,8405.5605632418,8480.58037612559,9583.87174550137,8405.5605632418,9020.956616437845
2018-05-14,8480.58037612559,8683.9862031429,9308.26502572185,8405.5605632418,8892.401538958064
2018-05-15,8683.9862031429,8696.97400387283,9248.96039558449,8405.5605632418,8805.074250122489
2018-05-16,8696.97400387283,8473.34864905366,9248.96039558449,8405.5605632418,8708.478652394837
2018-05-17,8473.34864905366,8343.1252216955,8969.94037574258,8343.1252216955,8579.073627553551
2018-05-18,8343.1252216955,8056.05319237475,8696.97400387283,8056.05319237475,8448.518315643862
2018-05-19,8056.05319237475,8202.82540955214,8696.97400387283,8056.05319237475,8419.556150831053
2018-05-20,8202.82540955214,8180.62700991409,8696.97400387283,8056.05319237475,8376.705669943696
2018-05-21,8180.62700991409,8443.26024591542,8696.97400387283,8056.05319237475,8342.316247482628
