date,Open,Close,High,Low,Volume,timestamp
2018-03-27,8478.63819558905,8186.19606281355,8970.31790627893,8186.19606281355,8677.728864859466,1522108800
2018-03-28,8186.19606281355,7836.76304425289,8970.31790627893,7836.76304425289,8522.006371724156,1522195200
2018-03-29,7836.76304425289,7930.77954092755,8824.59283177853,7836.76304425289,8373.500890959675,1522281600
2018-03-30,7930.77954092755,7126.89519256736,8824.59283177853,7126.89519256736,8143.573665740968,1522368000
2018-03-31,7126.89519256736,6897.26857786945,8621.15079225785,6897.26857786945,7868.241629468242,1522454400
2018-04-01,6897.26857786945,6975.27531402076,8478.63819558905,6897.26857786945,7633.116561148659,1522540800
2018-04-02,6975.27531402076,6836.57232729678,8186.19606281355,6836.57232729678,7398.535722821192,1522627200
2018-04-03,6836.57232729678,7080.41723231299,7930.77954092755,6836.57232729678,7240.567318463969,1522713600
2018-04-04,7080.41723231299,7464.35609406668,7930.77954092755,6836.57232729678,7187.366325580225,1522800000
2018-04-05,7464.35609406668,6845.31597826858,7464.35609406668,6836.57232729678,7032.300102343229,1522886400
2018-04-06,6845.31597826858,6855.42230460675,7464.35609406668,6836.57232729678,6993.518261205999,1522972800
2018-04-07,6855.42230460675,6628.75445585626,7464.35609406668,6628.75445585626,6955.1591009184,1523059200
2018-04-08,6628.75445585626,6884.47723505995,7464.35609406668,6628.75445585626,6942.18794678114,1523145600
2018-04-09,6884.47723505995,6984.8089659738,7464.35609406668,6628.75445585626,6963.364609449287,1523232000
2018-04-10,6984.8089659738,6778.4915700774,7464.35609406668,6628.75445585626,6920.23237198706,1523318400
2018-04-11,6778.4915700774,6829.31650379539,6984.8089659738,6628.75445585626,6829.512430519732,1523404800
2018-04-12,6829.31650379539,6925.10199547663,6984.8089659738,6628.75445585626,6840.910432978026,1523491200
2018-04-13,6925.10199547663,7836.39699399927,7836.39699399927,6628.75445585626,6981.049674319815,1523577600
2018-04-14,7836.39699399927,7845.75284010594,7845.75284010594,6778.4915700774,7154.9065863554815,1523664000
2018-04-15,7845.75284010594,7897.71993085806,7897.71993085806,6778.4915700774,7299.655542898071,1523750400
2018-04-16,7897.71993085806,8258.06708369755,8258.06708369755,6778.4915700774,7481.549559715749,1523836800
2018-04-17,8258.06708369755,8030.99926195254,8258.06708369755,6829.31650379539,7660.479229983625,1523923200
2018-04-18,8030.99926195254,7873.63551010255,8258.06708369755,6925.10199547663,7809.667659456078,1524009600
2018-04-19,7873.63551010255,8097.41823310301,8258.06708369755,7836.39699399927,7977.1414076884175,1524096000
2018-04-20,8097.41823310301,8277.46063916253,8277.46063916253,7845.75284010594,8040.150499854598,1524182400
2018-04-21,8277.46063916253,8499.45000871487,8499.45000871487,7873.63551010255,8133.535809655872,1524268800
2018-04-22,8499.45000871487,8878.42826029723,8878.42826029723,7873.63551010255,8273.636999575754,1524355200
2018-04-23,8878.42826029723,8769.01199947348,8878.42826029723,7873.63551010255,8346.629130400886,1524441600
2018-04-24,8769.01199947348,8881.39170434545,8881.39170434545,7873.63551010255,8468.113765028445,1524528000
2018-04-25,8881.39170434545,9716.48975733072,9716.48975733072,8097.41823310301,8731.378657489613,1524614400
2018-04-26,9716.48975733072,8825.2025000693,9716.48975733072,8277.46063916253,8835.347838484797,1524700800
2018-04-27,8825.2025000693,9221.86802618436,9716.48975733072,8499.45000871487,8970.263179487916,1524787200
2018-04-28,9221.86802618436,8940.38112200719,9716.48975733072,8769.01199947348,9033.253338529676,1524873600
2018-04-29,8940.38112200719,9249.65952508923,9716.48975733072,8769.01199947348,9086.286376357104,1524960000
2018-04-30,9249.65952508923,9325.62885104679,9716.48975733072,8825.2025000693,9165.803069439004,1525046400
2018-05-01,9325.62885104679,9198.18950997327,9716.48975733072,8825.2025000693,9211.059898814408,1525132800
2018-05-02,9198.18950997327,9024.3875117766,9325.62885104679,8825.2025000693,9112.188149449534,1525219200
2018-05-03,9024.3875117766,9122.65301383019,9325.62885104679,8940.38112200719,9154.681079986804,1525305600
2018-05-04,9122.65301383019,9551.13518381566,9551.13518381566,8940.38112200719,9201.719245362705,1525392000
2018-05-05,9551.13518381566,9634.53822597227,9634.53822597227,9024.3875117766,9300.884545929144,1525478400
2018-05-06,9634.53822597227,9766.24448548887,9766.24448548887,9024.3875117766,9374.682397414808,1525564800
2018-05-07,9766.24448548887,9583.87174550137,9766.24448548887,9024.3875117766,9411.574239479747,1525651200
2018-05-08,9583.87174550137,9308.26502572185,9766.24448548887,9024.3875117766,9427.299313158115,1525737600
2018-05-09,9308.26502572185,9149.51783314723,9766.24448548887,9122.65301383019,9445.17507335392,1525824000
2018-05-10,9149.51783314723,9248.96039558449,9766.24448548887,9149.51783314723,9463.218985033103,1525910400
2018-05-11,9248.96039558449,8969.94037574258,9766.24448548887,8969.94037574258,9380.19115530838,1525996800
2018-05-12,8969.94037574258,8405.5605632418,9766.24448548887,8405.5605632418,9204.622917775456,1526083200
2018-05-13,8405.5605632418,8480.58037612559,9583.87174550137,8405.5605632418,9020.956616437845,1526169600
2018-05-14,8480.58037612559,8683.9862031429,9308.26502572185,8405.5605632418,8892.401538958064,1526256000
2018-05-15,8683.9862031429,8696.97400387283,9248.96039558449,8405.5605632418,8805.074250122489,1526342400
2018-05-16,8696.97400387283,8473.34864905366,9248.96039558449,8405.5605632418,8708.478652394837,1526428800
2018-05-17,8473.34864905366,8343.1252216955,8969.94037574258,8343.1252216955,8579.073627553551,1526515200
2018-05-18,8343.1252216955,8056.05319237475,8696.97400387283,8056.05319237475,8448.518315643862,1526601600
2018-05-19,8056.05319237475,8202.82540955214,8696.97400387283,8056.05319237475,8419.556150831053,1526688000
2018-05-20,8202.82540955214,8180.62700991409,8696.97400387283,8056.05319237475,8376.705669943696,1526774400
2018-05-21,8180.62700991409,8443.26024591542,8696.97400387283,8056.05319237475,8342.316247482628,1526860800
2018-05-22,8443.26024591542,8354.99633591748,8473.34864905366,8056.05319237475,8293.462294917577,1526947200
2018-05-23,8354.99633591748,8009.2995067828,8443.26024591542,8009.2995067828,8227.169560307455,1527033600
2018-05-24,8009.2995067828,7556.31604292077,8443.26024591542,7556.31604292077,8114.768249053923,1527120000
2018-05-25,7556.31604292077,7563.43546544346,8443.26024591542,7556.31604292077,8044.394288063738,1527206400
2018-05-26,7563.43546544346,7472.02260174872,8443.26024591542,7472.02260174872,7939.993886948963,1527292800
2018-05-27,7472.02260174872,7328.87167436352,8443.26024591542,7328.87167436352,7818.314553298881,1527379200
2018-05-28,7328.87167436352,7326.64394017867,8354.99633591748,7326.64394017867,7658.797938193631,1527465600
2018-05-29,7326.64394017867,7111.06892466996,8009.2995067828,7111.06892466996,7481.094022301128,1527552000
2018-05-30,7111.06892466996,7451.2308372653,7563.43546544346,7111.06892466996,7401.369926655771,1527638400
2018-05-31,7451.2308372653,7380.8515577098,7563.43546544346,7111.06892466996,7376.303571625633,1527724800
2018-06-01,7380.8515577098,7460.16694986577,7472.02260174872,7111.06892466996,7361.550926543106,1527811200
2018-06-02,7460.16694986577,7487.07630453815,7487.07630453815,7111.06892466996,7363.701455513024,1527897600
2018-06-03,7487.07630453815,7567.51293761927,7567.51293761927,7111.06892466996,7397.79306454956,1527984000
2018-06-04,7567.51293761927,7639.87944568278,7639.87944568278,7111.06892466996,7442.540993907291,1528070400
2018-06-05,7639.87944568278,7463.65499554503,7639.87944568278,7380.8515577098,7492.910432603729,1528156800
2018-06-06,7463.65499554503,7569.01133988542,7639.87944568278,7380.8515577098,7509.736218692317,1528243200
2018-06-07,7569.01133988542,7605.57848860797,7639.87944568278,7460.16694986577,7541.840065963484,1528329600
2018-06-08,7605.57848860797,7613.77739337755,7639.87944568278,7463.65499554503,7563.784415036595,1528416000
2018-06-09,7613.77739337755,7561.16610052452,7639.87944568278,7463.65499554503,7574.368671606077,1528502400
2018-06-10,7561.16610052452,7415.00137858946,7639.87944568278,7415.00137858946,7552.58130603039,1528588800
2018-06-11,7415.00137858946,6767.49948454925,7613.77739337755,6767.49948454925,7427.955597297028,1528675200
2018-06-12,6767.49948454925,6880.13364875604,7613.77739337755,6767.49948454925,7344.595404898601,1528761600
2018-06-13,6880.13364875604,6581.82807522796,7613.77739337755,6581.82807522796,7203.569224233251,1528848000
2018-06-14,6581.82807522796,6334.09890642618,7613.77739337755,6334.09890642618,7021.929283921565,1528934400
2018-06-15,6334.09890642618,6644.72067973844,7561.16610052452,6334.09890642618,6883.492610544549,1529020800
2018-06-16,6644.72067973844,6406.80704950998,7415.00137858946,6334.09890642618,6718.58417468533,1529107200
2018-06-17,6406.80704950998,6478.81592433021,6880.13364875604,6334.09890642618,6584.843395505437,1529193600
2018-06-18,6478.81592433021,6418.85000188746,6880.13364875604,6334.09890642618,6535.036326553753,1529280000
2018-06-19,6418.85000188746,6677.53340291194,6677.53340291194,6334.09890642618,6506.09343429031,1529366400
2018-06-20,6677.53340291194,6708.68182027534,6708.68182027534,6334.09890642618,6524.215397868507,1529452800
2018-06-21,6708.68182027534,6714.37546123014,6714.37546123014,6406.80704950998,6578.540619983359,1529539200
2018-06-22,6714.37546123014,6690.832151608,6714.37546123014,6406.80704950998,6585.127973107582,1529625600
2018-06-23,6690.832151608,6088.57944239075,6714.37546123014,6088.57944239075,6539.666886376263,1529712000
2018-06-24,6088.57944239075,6169.43726386169,6714.37546123014,6088.57944239075,6495.469934880761,1529798400
2018-06-25,6169.43726386169,6159.70719379414,6714.37546123014,6088.57944239075,6458.449533724571,1529884800
2018-06-26,6159.70719379414,6241.84871170546,6714.37546123014,6088.57944239075,6396.208863552217,1529971200
2018-06-27,6241.84871170546,6069.87260616628,6714.37546123014,6069.87260616628,6304.95040439378,1530057600
2018-06-28,6069.87260616628,6117.03640962264,6690.832151608,6069.87260616628,6219.616254164137,1530144000
2018-06-29,6117.03640962264,5879.98897440643,6241.84871170546,5879.98897440643,6103.781514563912,1530230400
2018-06-30,5879.98897440643,6182.25674792295,6241.84871170546,5879.98897440643,6117.163986782799,1530316800
2018-07-01,6182.25674792295,6366.49946751097,6366.49946751097,5879.98897440643,6145.315730161267,1530403200
2018-07-02,6366.49946751097,6312.87724313135,6366.49946751097,5879.98897440643,6167.197165780869,1530489600
2018-07-03,6312.87724313135,6595.5473128085,6595.5473128085,5879.98897440643,6217.725537367018,1530576000
2018-07-04,6595.5473128085,6497.60735494217,6595.5473128085,5879.98897440643,6278.830501477859,1530662400
2018-07-05,6497.60735494217,6562.7217371211,6595.5473128085,5879.98897440643,6342.499833977638,1530748800
2018-07-06,6562.7217371211,6537.74087162192,6595.5473128085,6182.25674792295,6436.464390722708,1530835200
2018-07-07,6537.74087162192,6603.29470396542,6603.29470396542,6312.87724313135,6496.612670157347,1530921600
2018-07-08,6603.29470396542,6759.83608914527,6759.83608914527,6312.87724313135,6552.803616105104,1531008000
2018-07-09,6759.83608914527,6700.63547905209,6759.83608914527,6497.60735494217,6608.197649808068,1531094400
2018-07-10,6700.63547905209,6648.256795903321,6759.83608914527,6497.60735494217,6615.72757596447,1531180800
2018-07-11,6648.256795903321,6303.380664729323,6759.83608914527,6303.380664729323,6587.980905934063,1531267200
2018-07-12,6303.380664729323,6373.234804689936,6759.83608914527,6303.380664729323,6560.911344158182,1531353600
2018-07-13,6373.234804689936,6230.5901971047815,6759.83608914527,6230.5901971047815,6517.03267637002,1531440000
2018-07-14,6230.5901971047815,6248.397313033797,6759.83608914527,6230.5901971047815,6466.333049094073,1531526400
2018-07-15,6248.397313033797,6246.13741162634,6700.63547905209,6230.5901971047815,6392.947523734227,1531612800
2018-07-16,6246.13741162634,6349.695836710773,6648.256795903321,6230.5901971047815,6342.813289114039,1531699200
2018-07-17,6349.695836710773,6741.6919602852695,6741.6919602852695,6230.5901971047815,6356.161169740031,1531785600
2018-07-18,6741.6919602852695,7303.373059795855,7303.373059795855,6230.5901971047815,6499.017226178107,1531872000
2018-07-19,7303.373059795855,7334.771372076191,7334.771372076191,6230.5901971047815,6636.379592947573,1531958400
2018-07-20,7334.771372076191,7442.800738748321,7442.800738748321,6246.13741162634,6809.552527468079,1532044800
2018-07-21,7442.800738748321,7331.871523239401,7442.800738748321,6246.13741162634,6964.33455749745,1532131200
2018-07-22,7331.871523239401,7379.137271821949,7442.800738748321,6349.695836710773,7126.191680382537,1532217600
2018-07-23,7379.137271821949,7395.8664054401,7442.800738748321,6741.6919602852695,7275.644618772441,1532304000
2018-07-24,7395.8664054401,7704.99567890457,7704.99567890457,7303.373059795855,7413.259435718055,1532390400
2018-07-25,7704.99567890457,8422.37392335148,8422.37392335148,7331.871523239401,7573.1167019402865,1532476800
2018-07-26,8422.37392335148,8144.553482041877,8422.37392335148,7331.871523239401,7688.799860506814,1532563200
2018-07-27,8144.553482041877,7929.079243602936,8422.37392335148,7331.871523239401,7758.268218343188,1532649600
2018-07-28,7929.079243602936,8145.333168120666,8422.37392335148,7379.137271821949,7874.477024754798,1532736000
2018-07-29,8145.333168120666,8192.13570223742,8422.37392335148,7395.8664054401,7990.619657671293,1532822400
2018-07-30,8192.13570223742,8197.593575814208,8422.37392335148,7704.99567890457,8105.15211058188,1532908800
2018-07-31,8197.593575814208,8185.921138302329,8422.37392335148,7929.079243602936,8173.855747638702,1532995200
2018-08-01,8185.921138302329,7738.249304586212,8197.593575814208,7738.249304586212,8076.123659243664,1533081600
2018-08-02,7738.249304586212,7612.300753683117,8197.593575814208,7612.300753683117,8000.087555192412,1533168000
2018-08-03,7612.300753683117,7540.633150617145,8197.593575814208,7540.633150617145,7944.595256194442,1533254400
2018-08-04,7540.633150617145,7411.66638248389,8197.593575814208,7411.66638248389,7839.785715389189,1533340800
2018-08-05,7411.66638248389,7009.012011793916,8197.593575814208,7009.012011793916,7670.768045325831,1533427200
2018-08-06,7009.012011793916,7036.60933127318,8185.921138302329,7009.012011793916,7504.913153248542,1533513600
2018-08-07,7036.60933127318,6926.116778774001,7738.249304586212,6926.116778774001,7324.941101887352,1533600000
2018-08-08,6926.116778774001,6711.73242235858,7612.300753683117,6711.73242235858,7178.29583299769,1533686400
2018-08-09,6711.73242235858,6259.527709667595,7540.633150617145,6259.527709667595,6985.042540995472,1533772800
2018-08-10,6259.527709667595,6531.249786737056,7411.66638248389,6259.527709667595,6840.844917584031,1533859200
2018-08-11,6531.249786737056,6166.590417501742,7036.60933127318,6166.590417501742,6662.976922586581,1533945600
2018-08-12,6166.590417501742,6205.218479944854,7036.60933127318,6166.590417501742,6548.149275179573,1534032000
2018-08-13,6205.218479944854,6318.407221774424,6926.116778774001,6166.590417501742,6445.548973822609,1534118400
2018-08-14,6318.407221774424,6283.99625058153,6711.73242235858,6166.590417501742,6353.817469795112,1534204800
2018-08-15,6283.99625058153,6212.226040055612,6531.249786737056,6166.590417501742,6282.459415180402,1534291200
2018-08-16,6212.226040055612,6267.76870877378,6531.249786737056,6166.590417501742,6283.636700767,1534377600
2018-08-17,6267.76870877378,6309.385226218996,6318.407221774424,6166.590417501742,6251.941763550135,1534464000
2018-08-18,6309.385226218996,6566.715163377382,6566.715163377382,6205.218479944854,6309.102441532369,1534550400
2018-08-19,6566.715163377382,6382.0605914076095,6566.715163377382,6212.226040055612,6334.365600312762,1534636800
2018-08-20,6382.0605914076095,6475.494019667379,6566.715163377382,6212.226040055612,6356.806571440327,1534723200
2018-08-21,6475.494019667379,6242.882438400799,6566.715163377382,6212.226040055612,6350.933169700222,1534809600
2018-08-22,6242.882438400799,6467.271730309675,6566.715163377382,6242.882438400799,6387.368268307946,1534896000
2018-08-23,6467.271730309675,6336.656327108703,6566.715163377382,6242.882438400799,6397.209356641506,1534982400
2018-08-24,6336.656327108703,6521.065718268509,6566.715163377382,6242.882438400799,6427.449426934293,1535068800
2018-08-25,6521.065718268509,6684.379144206679,6684.379144206679,6242.882438400799,6444.258567052764,1535155200
2018-08-26,6684.379144206679,6736.036057516459,6736.036057516459,6242.882438400799,6494.826490782601,1535241600
2018-08-27,6736.036057516459,6728.2880026290095,6736.036057516459,6242.882438400799,6530.939916919976,1535328000
2018-08-28,6728.2880026290095,6911.096028949572,6911.096028949572,6336.656327108703,6626.399001284087,1535414400
2018-08-29,6911.096028949572,7075.9834051051,7075.9834051051,6336.656327108703,6713.3578119691465,1535500800
2018-08-30,7075.9834051051,7046.748947280631,7075.9834051051,6521.065718268509,6814.799614850852,1535587200
2018-08-31,7046.748947280631,7024.14510718162,7075.9834051051,6684.379144206679,6886.668098981296,1535673600
2018-09-01,7024.14510718162,7027.631279401852,7075.9834051051,6728.2880026290095,6935.704118294892,1535760000
2018-09-02,7027.631279401852,7211.270767868822,7211.270767868822,6728.2880026290095,7003.594791202372,1535846400
2018-09-03,7211.270767868822,7305.272801003753,7305.272801003753,6911.096028949572,7086.021190970192,1535932800
2018-09-04,7305.272801003753,7260.897516647864,7305.272801003753,7024.14510718162,7135.992832069949,1536019200
2018-09-05,7260.897516647864,7359.462992923027,7359.462992923027,7024.14510718162,7176.489916043938,1536105600
2018-09-06,7359.462992923027,6764.926773778225,7359.462992923027,6764.926773778225,7136.2296055435945,1536192000
2018-09-07,6764.926773778225,6498.279612609656,7359.462992923027,6498.279612609656,7061.105963461885,1536278400
2018-09-08,6498.279612609656,6397.81887024023,7359.462992923027,6397.81887024023,6971.132762153082,1536364800
2018-09-09,6397.81887024023,6181.19445075213,7359.462992923027,6181.19445075213,6823.979002564984,1536451200
2018-09-10,6181.19445075213,6260.764806062476,7359.462992923027,6181.19445075213,6674.763574716229,1536537600
2018-09-11,6260.764806062476,6308.135474616629,7359.462992923027,6181.19445075213,6538.65471156891,1536624000
2018-09-12,6308.135474616629,6278.917069628559,6764.926773778225,6181.19445075213,6384.29100824113,1536710400
2018-09-13,6278.917069628559,6330.574238022664,6498.279612609656,6181.19445075213,6322.240645990335,1536796800
2018-09-14,6330.574238022664,6486.461630393616,6486.461630393616,6181.19445075213,6320.552362816615,1536883200
2018-09-15,6486.461630393616,6500.01225461663,6500.01225461663,6181.19445075213,6335.151417727529,1536969600
2018-09-16,6500.01225461663,6530.221146234664,6530.221146234664,6260.764806062476,6385.012374225034,1537056000
2018-09-17,6530.221146234664,6506.248493217292,6530.221146234664,6278.917069628559,6420.0814723900085,1537142400
2018-09-18,6506.248493217292,6250.121727322729,6530.221146234664,6250.121727322729,6411.793794205165,1537228800
2018-09-19,6250.121727322729,6347.069255451608,6530.221146234664,6250.121727322729,6421.529820751314,1537315200
2018-09-20,6347.069255451608,6383.753841158382,6530.221146234664,6250.121727322729,6429.12690691356,1537401600
2018-09-21,6383.753841158382,6491.885242276883,6530.221146234664,6250.121727322729,6429.901708611171,1537488000
2018-09-22,6491.885242276883,6753.8344721403255,6753.8344721403255,6250.121727322729,6466.162025400269,1537574400
2018-09-23,6753.8344721403255,6747.032172960024,6753.8344721403255,6250.121727322729,6497.135029218177,1537660800
2018-09-24,6747.032172960024,6711.029451815934,6753.8344721403255,6250.121727322729,6526.389451875127,1537747200
2018-09-25,6711.029451815934,6596.187313045577,6753.8344721403255,6347.069255451608,6575.827392692677,1537833600
2018-09-26,6596.187313045577,6441.311544542553,6753.8344721403255,6383.753841158382,6589.290576848526,1537920000
2018-09-27,6441.311544542553,6462.795635292239,6753.8344721403255,6441.311544542553,6600.582261724791,1538006400
2018-09-28,6462.795635292239,6704.704245729721,6753.8344721403255,6441.311544542553,6630.984976503767,1538092800
2018-09-29,6704.704245729721,6634.765964572905,6747.032172960024,6441.311544542553,6613.975189708423,1538179200
2018-09-30,6634.765964572905,6606.073795422076,6711.029451815934,6441.311544542553,6593.838278631572,1538265600
2018-10-01,6606.073795422076,6626.037956098487,6704.704245729721,6441.311544542553,6581.696636386223,1538352000
